state,sld_page,substation_name,substation_code,voltage_levels,connected_substations,generators_attached,notes
SA,SA-d,CANOWIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,HALLETT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,HALLETT PS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,CLEMENTS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,REDHILL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,MUNNO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,WILLALO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,WILLOGOLECHE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,MOUNT LOCK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
SA,SA-d,HORNSDALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,BLLC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,BLGCBLLC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,BLGC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,DAVENPORT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,SN W,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,LEIGH CK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,MT GUNSON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,PIMBA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,WOOMERA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,OLYMPIC DAM NORTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,CULTANA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,STONY POINT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,OLYMPIC DAM WEST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,MIDDLEBACK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,YADNARIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,MT MILLER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,LINCOLN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,TERMINAL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,SLEAFORD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,CATHEDRAL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,ROCKS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,WHYALLA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,CENTRAL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,SNOWTOWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,PORT PIRIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,BUNGAMA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,BAROOTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,SNOWTOWN NORTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,SNOWTOWN SOUTH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,BLYTH WEST,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,KADINA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,HUMMOCKS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,WATTLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,DALRYMPLE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,ARDROSSAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
?,p36,CORRABERRA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,WARATAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,A B C,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,SMITHTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,BLUFF POINT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,STUDLAND BAY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,PORT LATA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,BLLC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,BLGCBLLC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,BLGC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,BURNIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,EMU BAY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,ULVERSTONE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,PALOONA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,DEVILS GATE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,RAILTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,WILMONT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,CETHANA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,LEMONTHYME,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,FISHER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,ROWALLAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,SHEFFIELD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,WESLEY VALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,DEVONPORT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,TRIBUTE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,BASTYAN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,JOHN BUTTERS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,REECE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,MAKINTOSH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,QUEENSTOWN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,NEWTON PUMPS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,ROSEBERY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,FARRELL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,HAMPSHIRE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-a,SAVAGE RIVER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,POATINA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,PALMERSTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,ARTHURS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,TODS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,CORNER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,AVOCA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,ST MARYS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,HADSPEN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,TREVALLYN,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,ST LEONARD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,NORWOOD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,SCOTTSDALE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,DERBY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,MUSSELLROE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,SVC SVC,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,AB CD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,COMALCO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,STARWOOD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,TEMCO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,TAMAR VALLEY PS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,BELL BAY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,BASSLINK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,GEORGE TOWN,BLGC,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-b,A BC D,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,WADDAMANA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,LAKE ECHO,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,TUNGATINAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,DERWENT,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,BRIDGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,BUTLERS GORGE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,LIAPOOTA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,WAYATINAH,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,CATAGUNYA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,BRIDGEWATER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,BOYER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,TARRALEA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,NEW NORFOLK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,MEADOWBANK,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,KNIGHTS ROAD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,HUON RIVER,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,KERMANDIE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,ELECTRONA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-c,KINGSTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,LINDISFARNE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,TRIABUNNA,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,SORELL,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,ROKEBY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,MORNINGTON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,RISDON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,CREEK ROAD,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,NORTH HOBART,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,BYPASS,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,CHAPEL STREET,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,GORDON,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,CLUNY,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
TAS,TAS-d,REPULSE,,,,,connectivity + per-substation voltage not extractable from SLD text layer (graphical); name/page only
